enrollment_id,participant_id,cohort_id,program_id,program_name,program_category,program_goal,delivery_language,delivery_mode,trainer_id,cohort_state,start_date,end_date,cohort_month,state,city,age_band,gender,employment_status,primary_device,digital_confidence,acquisition_channel,motivation,attendance_rate,risk_band,completion_status,completed_flag,pre_score,post_score,score_improvement,satisfaction_score,recommendation_score,employment_outcome,ticket_count,avg_resolution_hours,support_sla_rate
EN01558,PT0125,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Kota Kinabalu,35-44,Male,Student,Laptop/Desktop,Medium,Organic,Career growth,0.8,On track,Completed,1,43.3,62.3,19.0,4.0,7.0,No change reported,0,,
EN01559,PT0299,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Petaling,25-34,Female,Employed,Laptop/Desktop,Medium,Organic,Digital confidence,0.8,On track,Completed,1,50.3,63.9,13.6,4.0,8.0,Interview secured,0,,
EN01560,PT0636,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Penang,George Town,25-34,Female,Employed,Mobile,High,Community partner,Job search,0.9,On track,Completed,1,52.5,74.3,21.8,4.0,9.0,No change reported,0,,
EN01561,PT0019,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Shah Alam,25-34,Female,Job seeker,Mobile,Medium,Organic,Employer requirement,0.9,On track,Completed,1,50.3,73.3,23.0,4.0,8.0,New role,1,5.5,1.0
EN01562,PT0710,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Johor,Johor Bahru,35-44,Female,Employed,Mobile,Medium,Organic,Career growth,0.6,Watch,Completed,1,54.6,77.1,22.5,4.0,7.0,Interview secured,1,13.8,1.0
EN01563,PT0585,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,North,35-44,Female,Employed,Mobile,Low,Organic,Digital confidence,0.6,Watch,Dropped,0,20.0,37.6,17.6,4.0,7.0,Not measured,0,,
EN01564,PT0183,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,Central,25-34,Male,Employed,Mobile,Medium,Employer,Job search,0.5,Watch,Dropped,0,56.6,80.3,23.7,,,Not measured,0,,
EN01565,PT0336,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Johor,Johor Bahru,25-34,Male,Self-employed,Laptop/Desktop,High,Community partner,Digital confidence,0.7,Watch,In progress / incomplete,0,60.2,79.1,18.9,4.0,9.0,Not measured,0,,
EN01566,PT0724,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Klang,25-34,Female,Job seeker,Mobile,Medium,Organic,Digital confidence,0.9,On track,Completed,1,67.4,95.3,27.9,3.0,3.0,Interview secured,0,,
EN01567,PT0415,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Shah Alam,35-44,Female,Job seeker,Mobile,Medium,Community partner,Career growth,0.6,Watch,Completed,1,42.7,66.6,23.9,3.0,4.0,No change reported,0,,
EN01568,PT0750,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Kota Kinabalu,45+,Female,Student,Mobile,Low,Organic,Digital confidence,0.8,On track,Completed,1,51.9,72.3,20.4,4.0,8.0,No change reported,0,,
EN01569,PT0511,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Klang,25-34,Female,Employed,Mobile,High,Organic,Career growth,1.0,On track,Completed,1,56.3,75.5,19.2,,,New role,1,3.9,1.0
EN01570,PT0366,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Shah Alam,25-34,Female,Self-employed,Shared device,High,Community partner,Career growth,0.9,On track,Completed,1,66.7,92.6,25.9,4.0,8.0,No change reported,1,25.8,1.0
EN01571,PT0748,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Sandakan,25-34,Female,Job seeker,Mobile,Low,Organic,Digital confidence,0.8,On track,Completed,1,78.4,100.0,21.6,4.0,6.0,New role,0,,
EN01572,PT0427,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,South,35-44,Female,Job seeker,Mobile,High,Employer,Digital confidence,0.8,On track,Completed,1,77.4,100.0,22.6,4.0,8.0,New role,0,,
EN01573,PT0525,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Petaling,35-44,Female,Employed,Mobile,Low,Employer,Job search,0.7,Watch,Completed,1,57.0,67.8,10.8,3.0,8.0,New role,1,15.6,1.0
EN01574,PT0279,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,North,18-24,Male,Employed,Laptop/Desktop,Medium,Community partner,Employer requirement,0.9,On track,Completed,1,52.4,75.7,23.3,4.0,8.0,New role,0,,
EN01575,PT0620,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,Central,35-44,Female,Job seeker,Laptop/Desktop,Medium,Organic,Job search,0.9,On track,Completed,1,58.6,80.3,21.7,4.0,7.0,No change reported,0,,
EN01576,PT0634,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Johor,Muar,35-44,Non-binary / Prefer not to say,Employed,Laptop/Desktop,High,Organic,Digital confidence,1.0,On track,Completed,1,51.0,91.5,40.5,5.0,9.0,No change reported,0,,
EN01577,PT0484,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Shah Alam,45+,Female,Student,Mobile,Medium,Community partner,Digital confidence,0.5,Watch,Completed,1,61.7,73.7,12.0,4.0,7.0,No change reported,1,31.1,1.0
EN01578,PT0487,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Johor,Johor Bahru,18-24,Female,Job seeker,Mobile,Medium,Employer,Job search,0.8,On track,Completed,1,60.7,79.1,18.4,4.0,5.0,New role,0,,
EN01579,PT0523,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Kota Kinabalu,25-34,Female,Employed,Laptop/Desktop,Medium,Community partner,Job search,0.8,On track,Completed,1,54.8,88.1,33.3,4.0,7.0,Interview secured,0,,
EN01580,PT0178,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sarawak,Kuching,45+,Male,Job seeker,Mobile,Medium,Employer,Employer requirement,1.0,On track,Completed,1,60.4,86.2,25.8,4.0,7.0,No change reported,0,,
EN01581,PT0416,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Klang,35-44,Female,Job seeker,Mobile,Low,Community partner,Job search,0.4,High risk,Dropped,0,66.7,85.9,19.2,3.0,5.0,Not measured,1,4.5,1.0
EN01582,PT0526,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,Central,18-24,Male,Employed,Laptop/Desktop,Medium,Organic,Digital confidence,1.0,On track,Completed,1,53.1,74.9,21.8,5.0,8.0,No change reported,1,25.1,0.0
EN01583,PT0768,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Petaling,18-24,Male,Employed,Mobile,Medium,Organic,Career growth,0.9,On track,Completed,1,40.7,71.7,31.0,4.0,7.0,New role,0,,
EN01584,PT0669,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Johor,Johor Bahru,45+,Female,Self-employed,Mobile,Low,Referral,Employer requirement,0.6,Watch,Dropped,0,56.5,80.2,23.7,,,Not measured,0,,
EN01585,PT0490,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Shah Alam,25-34,Female,Employed,Laptop/Desktop,High,Organic,Digital confidence,0.8,On track,In progress / incomplete,0,66.7,92.1,25.4,,,Not measured,0,,
EN01586,PT0628,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Klang,25-34,Male,Job seeker,Laptop/Desktop,Medium,Community partner,Career growth,1.0,On track,Completed,1,86.6,100.0,13.4,4.0,7.0,No change reported,0,,
EN01587,PT0359,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Sandakan,25-34,Male,Self-employed,Mobile,High,Referral,Employer requirement,1.0,On track,Completed,1,69.5,94.1,24.6,,,No change reported,0,,
EN01588,PT0017,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Selangor,Klang,18-24,Female,Job seeker,Laptop/Desktop,Low,Referral,Digital confidence,0.6,Watch,Completed,1,56.6,72.3,15.7,3.0,4.0,No change reported,0,,
EN01589,PT0448,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Sabah,Kota Kinabalu,18-24,Male,Employed,Mobile,High,Community partner,Employer requirement,0.7,Watch,Completed,1,54.4,73.4,19.0,3.0,3.0,New role,0,,
EN01590,PT0338,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Penang,George Town,25-34,Female,Job seeker,Mobile,Medium,Organic,Career growth,0.8,On track,Completed,1,51.0,80.3,29.3,,,Interview secured,0,,
EN01591,PT0635,CH044,PRG02,Business Analytics Essentials,Data & Digital,Career Transition,English,Hybrid,TR07,Sarawak,2025-07-21,2025-09-29,2025-07-01,Kuala Lumpur,South,25-34,Female,Self-employed,Mobile,Medium,Community partner,Digital confidence,0.9,On track,Completed,1,49.4,74.7,25.3,,,No change reported,0,,
EN01592,PT0590,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Klang,35-44,Male,Employed,Laptop/Desktop,High,Community partner,Career growth,1.0,On track,Completed,1,67.3,95.2,27.9,5.0,10.0,Not measured,0,,
EN01593,PT0256,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Kuala Lumpur,North,25-34,Female,Employed,Mobile,Low,Organic,Employer requirement,0.8333,On track,Completed,1,54.3,82.0,27.7,5.0,10.0,Not measured,0,,
EN01594,PT0389,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Klang,25-34,Male,Self-employed,Laptop/Desktop,Low,Community partner,Career growth,1.0,On track,Completed,1,42.5,67.0,24.5,5.0,9.0,Not measured,1,12.6,1.0
EN01595,PT0595,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,Seberang Perai,35-44,Male,Employed,Laptop/Desktop,High,Community partner,Digital confidence,1.0,On track,Completed,1,51.2,82.8,31.6,4.0,7.0,Not measured,0,,
EN01596,PT0544,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Johor,Muar,25-34,Female,Job seeker,Laptop/Desktop,Medium,Community partner,Digital confidence,0.6667,Watch,Completed,1,61.6,78.9,17.3,4.0,9.0,Not measured,0,,
EN01597,PT0458,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sarawak,Miri,25-34,Male,Self-employed,Mobile,Low,Organic,Digital confidence,0.5,Watch,Dropped,0,52.5,66.7,14.2,3.0,6.0,Not measured,0,,
EN01598,PT0447,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Kuala Lumpur,North,25-34,Female,Job seeker,Mobile,High,Employer,Digital confidence,1.0,On track,Completed,1,57.9,89.8,31.9,5.0,9.0,Not measured,0,,
EN01599,PT0398,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sarawak,Miri,45+,Male,Job seeker,Mobile,High,Community partner,Job search,1.0,On track,Completed,1,39.4,60.3,20.9,4.0,8.0,Not measured,0,,
EN01600,PT0057,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Johor,Muar,35-44,Male,Self-employed,Mobile,Low,Referral,Job search,0.6667,Watch,In progress / incomplete,0,66.7,87.1,20.4,4.0,10.0,Not measured,0,,
EN01601,PT0136,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sarawak,Miri,25-34,Non-binary / Prefer not to say,Student,Laptop/Desktop,High,Community partner,Employer requirement,1.0,On track,Completed,1,56.7,77.6,20.9,5.0,8.0,Not measured,0,,
EN01602,PT0409,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Johor,Muar,35-44,Male,Job seeker,Mobile,High,Referral,Digital confidence,1.0,On track,Completed,1,69.5,97.9,28.4,4.0,7.0,Not measured,1,6.1,1.0
EN01603,PT0433,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Petaling,25-34,Male,Employed,Laptop/Desktop,Medium,Employer,Career growth,1.0,On track,Completed,1,43.1,64.8,21.7,,,Not measured,0,,
EN01604,PT0605,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Johor,Johor Bahru,35-44,Male,Self-employed,Shared device,High,Referral,Career growth,1.0,On track,Completed,1,72.1,96.2,24.1,4.0,9.0,Not measured,2,23.4,0.5
EN01605,PT0425,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Klang,45+,Female,Self-employed,Mobile,Medium,Referral,Digital confidence,0.8333,On track,Completed,1,55.9,87.8,31.9,3.0,6.0,Not measured,0,,
EN01606,PT0344,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Shah Alam,25-34,Male,Self-employed,Laptop/Desktop,High,Referral,Digital confidence,1.0,On track,Completed,1,75.1,90.3,15.2,,,Not measured,0,,
EN01607,PT0037,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sarawak,Miri,25-34,Non-binary / Prefer not to say,Employed,Mobile,High,Referral,Career growth,1.0,On track,Completed,1,53.9,82.4,28.5,4.0,6.0,Not measured,0,,
EN01608,PT0181,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Kuala Lumpur,North,25-34,Male,Job seeker,Laptop/Desktop,Medium,Referral,Employer requirement,0.8333,On track,Completed,1,66.5,94.0,27.5,4.0,8.0,Not measured,0,,
EN01609,PT0361,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Petaling,35-44,Female,Employed,Laptop/Desktop,Medium,Organic,Job search,0.8333,On track,Completed,1,48.2,73.8,25.6,4.0,6.0,Not measured,2,39.8,0.0
EN01610,PT0350,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Klang,35-44,Female,Job seeker,Mobile,Low,Community partner,Career growth,1.0,On track,Completed,1,27.9,54.6,26.7,5.0,10.0,Not measured,0,,
EN01611,PT0288,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Kuala Lumpur,South,18-24,Male,Employed,Mobile,Medium,Organic,Career growth,0.8333,On track,Completed,1,68.6,93.7,25.1,5.0,10.0,Not measured,0,,
EN01612,PT0498,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sarawak,Kuching,25-34,Female,Job seeker,Laptop/Desktop,High,Community partner,Job search,1.0,On track,Completed,1,51.7,94.8,43.1,4.0,8.0,Not measured,0,,
EN01613,PT0720,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,Seberang Perai,25-34,Male,Job seeker,Mobile,Medium,Employer,Job search,0.8333,On track,Dropped,0,54.7,86.9,32.2,5.0,10.0,Not measured,2,56.3,0.5
EN01614,PT0291,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,Seberang Perai,18-24,Female,Student,Mobile,Low,Employer,Employer requirement,0.5,Watch,In progress / incomplete,0,50.6,70.0,19.4,3.0,4.0,Not measured,0,,
EN01615,PT0339,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sabah,Sandakan,25-34,Male,Employed,Shared device,Low,Community partner,Career growth,0.1667,High risk,Dropped,0,33.9,34.9,1.0,2.0,3.0,Not measured,0,,
EN01616,PT0051,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,George Town,18-24,Female,Employed,Mobile,Medium,Organic,Career growth,0.8333,On track,Completed,1,62.7,92.4,29.7,4.0,7.0,Not measured,0,,
EN01617,PT0730,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,Seberang Perai,45+,Male,Job seeker,Shared device,Medium,Community partner,Digital confidence,1.0,On track,Completed,1,36.6,56.7,20.1,5.0,10.0,Not measured,1,35.1,1.0
EN01618,PT0308,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sarawak,Kuching,25-34,Male,Job seeker,Laptop/Desktop,Low,Organic,Digital confidence,0.8333,On track,Completed,1,58.4,89.1,30.7,,,Not measured,0,,
EN01619,PT0297,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sabah,Kota Kinabalu,25-34,Female,Job seeker,Shared device,Low,Community partner,Digital confidence,0.8333,On track,Completed,1,36.2,52.6,16.4,4.0,10.0,Not measured,0,,
EN01620,PT0497,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Sabah,Kota Kinabalu,25-34,Male,Job seeker,Shared device,High,Community partner,Digital confidence,0.6667,Watch,Dropped,0,67.6,86.8,19.2,,,Not measured,1,20.4,1.0
EN01621,PT0406,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Shah Alam,45+,Male,Job seeker,Mobile,Low,Organic,Career growth,0.5,Watch,Completed,1,71.6,90.0,18.4,3.0,8.0,Not measured,0,,
EN01622,PT0126,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,George Town,18-24,Male,Job seeker,Mobile,Medium,Community partner,Career growth,0.8333,On track,Completed,1,46.4,76.4,30.0,4.0,8.0,Not measured,0,,
EN01623,PT0100,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Selangor,Petaling,18-24,Female,Employed,Mobile,High,Community partner,Employer requirement,1.0,On track,Completed,1,63.4,91.1,27.7,5.0,9.0,Not measured,0,,
EN01624,PT0169,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Kuala Lumpur,Central,35-44,Male,Employed,Laptop/Desktop,Low,Organic,Job search,1.0,On track,Completed,1,20.0,53.7,33.7,4.0,6.0,Not measured,0,,
EN01625,PT0128,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Kuala Lumpur,North,35-44,Male,Job seeker,Mobile,Medium,Organic,Employer requirement,1.0,On track,Completed,1,78.8,98.1,19.3,5.0,10.0,Not measured,1,7.0,1.0
EN01626,PT0374,CH045,PRG03,Digital Workplace Skills,Employability,Community Upskilling,Malay,In-person,TR01,Penang,2025-08-04,2025-09-15,2025-08-01,Penang,Seberang Perai,45+,Female,Employed,Mobile,Low,Employer,Job search,0.6667,Watch,Completed,1,44.1,68.5,24.4,3.0,5.0,Not measured,0,,
